Código da IES,Sigla da IES,Nome da IES,Categoria Administrativa,Organização Acadêmica,Situaçao da IES,Sinalização da IES,Código do Curso,Nome do Curso,Grau,Modalidade,Situação do Curso,Qt. Vagas Autorizadas,Carga Horária,Tipo de Periodicidade,Integralização - Turno Integral,Quantitativo de Vagas - Integral,Integralização - Turno Matutino,Quantitativo de Vagas - Matutino,Integralização - Turno Vespertino,Quantitativo de Vagas - Vespertino,Integralização - Turno Noturno,Quantitativo de Vagas - Noturno,Sinalização do Curso,Código do Endereço,Nome do Campus,Endereço,Número Endereço,Complemento,Bairro,Código do Município,Município,UF,Início Funcionamento,Data Ato de Criação,Valor CC,Ano CC,CPC Faixa,CPC Contínuo,CPC Ano, Valor IDD,IDD Ano,Valor ENADE,ENADE Ano,Código Rótulo CINE,Rótulo CINE,Código Área Detalhada CINE,Área Detalhada CINE,Código Área Específica CINE,Área Específica CINE,Código Área Geral CINE , Área Geral CINE 
1334,UNIFACISA,CENTRO UNIVERSITÁRIO FACISA,Privada com fins lucrativos,Centro Universitário,Ativa,,90483,MEDICINA,Bacharelado,Educação Presencial,Em atividade,180,7790,Semestral,12.0 Semestres,180,,,,,,,,659109,CAMPUS  - CAMPINA GRANDE - ITARARÉ,Avenida Senador Argemiro de Figueiredo,1901,,Itararé,000000002504009,Campina Grande,PB,01/02/2006,2005-12-29,5,2019,2,176,2016,1,2016,2,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
5,UFPI,UNIVERSIDADE FEDERAL DO PIAUÍ,Pública Federal,Universidade,Ativa,,1342610,MEDICINA,Bacharelado,Educação Presencial,Em atividade,30,7650,Semestral,12.00 Semestres,30,,,,,,,,1002563,CAMPUS SENADOR HELVÍDIO NUNES DE BARROS,R. CÍCERO DUARTE,905,,JUNCO,000000002208007,Picos,PI,25/07/2016,2015-12-03,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
80,UNIDAVI,CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ,Privada sem fins lucrativos,Centro Universitário,Ativa,,1385521,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,8180,Semestral,12.00 Semestres,60,,,,,,,,657722,Campus de RIO DO SUL - Sede,Rua Dr. Guilherme Gemballa,13,,Jardim América,000000004214805,Rio do Sul,SC,24/07/2017,2016-07-12,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1270,ESTÁCIO RIBEIRÃO PRE,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,Privada com fins lucrativos,Centro Universitário,Ativa,,1185903,MEDICINA,Bacharelado,Educação Presencial,Em atividade,76,8060,Semestral,12.0 Semestres,76,,,,,,,,658363,RIBEIRANIA,Rua Abrahão Issa Halack, 980, Ribeirânia.,980,,Ribeirânia,000000003543402,Ribeirão Preto,SP,23/07/2014,2014-07-23,4,2014,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
224,CUSABC,Centro Universitário Saúde ABC,Privada sem fins lucrativos,Centro Universitário,Ativa,,5909,MEDICINA,Bacharelado,Educação Presencial,Em atividade,150,9820,Semestral,12.00 Semestres,150,,,,,,,,1052336,Campus Santo André - Príncipe de Gales,Avenida Príncipe de Gales,821,,Príncipe de Gales,000000003547809,Santo André,SP,03/03/1969,1969-02-07,4,2014,4,330,2016,3,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
573,UFES,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,Pública Federal,Universidade,Ativa,,12813,MEDICINA,Bacharelado,Educação Presencial,Em atividade,80,8205,Semestral,12.0 Semestres,80,,,,,,,,1006482,CENTRO DE CIÊNCIAS DA SAÚDE - CAMPUS THOMAZ TOMAZZI,Avenida Marechal Campos,1.468,Campus Tomaz Tomazzi (Centro de Ciências da Saúde),Maruípe,000000003205309,Vitória,ES,05/01/1961,1960-12-31,4,2019,3,252,2016,2,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1664,FASEH,FACULDADE DA SAÚDE E ECOLOGIA HUMANA,Privada com fins lucrativos,Faculdade ,Ativa,Credenciamento EaD Provisório,66361,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,7400,Semestral,12.0 Semestres,100,,,,,,,,137380,Unidade SEDE,Rua São Paulo,958,,Jardim Alterosa,000000003171204,Vespasiano,MG,02/10/2003,2003-08-28,5,2018,3,260,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
4256,,Centro Universitário FIP-MOC,Privada com fins lucrativos,Centro Universitário,Ativa,,107666,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,8000,Semestral,12.0 Semestres,100,,,,,,,,705229,Unidade SEDE,Avenida Professora Aida Mainartina Paraíso,80,,Ibituruna,000000003143302,Montes Claros,MG,01/02/2008,2007-11-12,5,2019,3,268,2016,2,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
18812,UFSB,UNIVERSIDADE FEDERAL DO SUL DA BAHIA,Pública Federal,Universidade,Ativa,,1292917,MEDICINA,Bacharelado,Educação Presencial,Em atividade,80,8880,Quadrimestral,21.00 Quadrimestres,80,,,,,,,,1066450,Paulo Freire,Praça Joana Angélica,250,,São José,000000002931350,Teixeira de Freitas,BA,17/02/2018,2014-05-13,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
719,UNEMAT,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,Pública Estadual,Universidade,Ativa,,1188849,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,7620,Semestral,12.0 Semestres,60,,,,,,,,1059800,Campus Universitário de Cáceres,Av. São João,s/n,,Cavalhada,000000005102504,Cáceres,MT,30/07/2012,,,,,,,,,0,2013,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1420,,FACULDADES DE DRACENA,Pública Municipal,Faculdade ,Ativa,,1487491,MEDICINA,Bacharelado,Educação Presencial,Em atividade,66,7673,Semestral,12.0 Semestres,66,,,,,,,,692200,Dracena-Metrópole,AV. ALCIDES CHACON COUTO,395,,METROPOLE,000000003514403,Dracena,SP,Não iniciado,2017-03-07,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
546,PUCSP,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,Privada sem fins lucrativos,Universidade,Ativa,,11233,MEDICINA,Bacharelado,Educação Presencial,Em atividade,130,7532,Semestral,12.0 Semestres,130,,,,,,,,1793,Sorocaba - Campus Sorocaba,Rua Joubert Wey,290,,Jardim Vergueiro,000000003552205,Sorocaba,SP,10/03/1951,1950-04-14,5,2019,4,312,2016,3,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
403,UCB,UNIVERSIDADE CATÓLICA DE BRASÍLIA,Privada sem fins lucrativos,Universidade,Ativa,,48854,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,7700,Semestral,12.0 Semestres,100,,,,,,,,657876,BRASILIA - UNIVERSIDADE CATÓLICA DE BRASÍLIA,QS 07, EPCT,LOTE 01,Universidade Católica de Brasília,Areal (Águas Claras),000000005300108,Brasília,DF,15/08/2001,2001-07-06,5,2018,3,231,2016,3,2016,2,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
322,UNIP,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,Universidade,Ativa,,5001418,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,7200,Semestral,12.0 Semestres,100,,,,,,,,2637,SANTANA DE PARNAÍBA I,Avenida Yojiro Takaoka,3500,,Aphavile,000000003547304,Santana de Parnaíba,SP,Não iniciado,2018-03-07,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
5215,,CENTRO UNIVERSITÁRIO PADRE ALBINO,Privada sem fins lucrativos,Centro Universitário,Ativa,,10222,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,7974,Anual,6.00 Anos,100,,,,,,,,134687,CAMPUS SEDE,Rua dos Estudantes,225,,Parque Iracema,000000003511102,Catanduva,SP,09/03/1970,1969-06-10,4,2019,4,305,2016,3,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
5544,FAPAC,FACULDADE PRESIDENTE ANTÔNIO CARLOS,Privada com fins lucrativos,Faculdade ,Ativa,,72767,MEDICINA,Bacharelado,Educação Presencial,Em atividade,120,7210,Semestral,12.00 Semestres,120,,,,,,,Visita Obrigatória no Próximo Ato,1054150,ITPAC - PORTO NACIONAL,Rua 02, Quadra 07,s/n,,Jardim dos Ypês,000000001718204,Porto Nacional,TO,14/06/2004,2004-05-31,4,2016,3,276,2016,3,2016,2,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
338,PUC MINAS,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,Privada sem fins lucrativos,Universidade,Ativa,Em Supervisão - Medida Cautelar,1399489,MEDICINA,Bacharelado,Educação Presencial,Em atividade,50,8741,Semestral,12.00 Semestres,50,,,,,,,,592,Campus/Polo Poços de Caldas,Av. Padre Francis Cletus Cox,1661,,Jardim Country Club,000000003151800,Poços de Caldas,MG,20/12/2017,2017-11-29,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
792,CESUPA,CENTRO UNIVERSITÁRIO DO ESTADO DO PARÁ,Privada sem fins lucrativos,Centro Universitário,Ativa,Adesão ao PROIES,98506,MEDICINA,Bacharelado,Educação Presencial,Em atividade,160,7490,Semestral,12.00 Semestres,160,,,,,,,,7634,Unidade João Paulo do Valle Mendes,Avenida Almirante Barroso,3775,Unidade Almirante Barroso,Souza,000000001501402,Belém,PA,05/02/2007,2006-11-16,4,2016,4,328,2016,4,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
5,UFPI,UNIVERSIDADE FEDERAL DO PIAUÍ,Pública Federal,Universidade,Ativa,,484,MEDICINA,Bacharelado,Educação Presencial,Em atividade,80,8325,Semestral,12.00 Semestres,80,,,,,,,,102559,CAMPUS MINISTRO PETRÔNIO PORTELLA - Unidade SEDE,Campus Universitário Ministro Petrônio Portela,s/n,SG - 07,Ininga,000000002211001,Teresina,PI,01/01/1968,1966-08-11,4,2017,3,280,2016,3,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
496,UNIFRAN,UNIVERSIDADE DE FRANCA,Privada com fins lucrativos,Universidade,Ativa,,5000933,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,7700,Semestral,12.00 Semestres,100,,,,,,,,657936,POLO NA SEDE,Avenida Doutor Armando Sales Oliveira,201,,Parque Universitário,000000003516200,Franca,SP,27/02/2012,2011-11-18,4,2017,,,,,,0,2013,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
780,UNIC/UNIME,UNIVERSIDADE DE CUIABÁ,Privada com fins lucrativos,Universidade,Ativa,,18472,MEDICINA,Bacharelado,Educação Presencial,Em atividade,71,8800,Semestral,12.0 Semestres,46,12.0 Semestres,25,,,,,,658099,UNIC - Beira Rio (SEDE),Avenida Manoel José de Arruda,3100,UNIC - Beira Rio (SEDE),Jardim Europa,000000005103403,Cuiabá,MT,04/08/1997,1997-02-14,3,2013,4,376,2016,5,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
437,UNIPAR,UNIVERSIDADE PARANAENSE,Privada sem fins lucrativos,Universidade,Ativa,,1399481,MEDICINA,Bacharelado,Educação Presencial,Em atividade,110,7400,Anual,6.00 Anos,110,,,,,,,,24877,Campus Umuarama (centro) - SEDE,Praça Mascarenha de Moraes,4282,,Zona III,000000004128104,Umuarama,PR,12/03/2018,2017-11-29,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
4198,FAMP,Faculdade Morgana Potrich,Privada com fins lucrativos,Faculdade ,Ativa,,5001300,MEDICINA,Bacharelado,Educação Presencial,Em atividade,200,7680,Semestral,12.0 Semestres,200,,,,,,,SUB JUDICE,1093182,Campus IV - Unidade SEDE,Avenida 3, Quadra 07, lotes 15 a 19,,Campus IV - Unidade SEDE,Mundinho,000000005213103,Mineiros,GO,17/08/2015,2015-06-29,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
2147,FAMETRO,Centro Universitário CEUNI - FAMETRO,Privada com fins lucrativos,Centro Universitário,Ativa,,1385538,MEDICINA,Bacharelado,Educação Presencial,Em atividade,150,7580,Semestral,12.00 Semestres,150,,,,,,,,1049225,Anexo 3,Av Constantino Nery 1937,1937,Anexo 3,Chapada,000000001302603,Manaus,AM,19/12/2017,2017-11-29,5,2017,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
549,UFAC,UNIVERSIDADE FEDERAL DO ACRE,Pública Federal,Universidade,Ativa,,53338,MEDICINA,Bacharelado,Educação Presencial,Em atividade,80,8765,Semestral,12.0 Semestres,80,,,,,,,,25090,Campus Universitário,Campus Universitário,6637,BR 364, km 04,Distrito Industrial,000000001200401,Rio Branco,AC,29/11/2001,2002-03-21,3,2019,3,253,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1227,,CENTRO UNIVERSITÁRIO SÃO FRANCISCO DE BARREIRAS,Privada sem fins lucrativos,Centro Universitário,Ativa,,5001341,MEDICINA,Bacharelado,Educação Presencial,Em atividade,80,8102,Semestral,12.00 Semestres,80,,,,,,,,658332,CAMPUS - BARREIRAS,Avenida São Desidério,2440,,Ribeirão,000000002903201,Barreiras,BA,20/02/2017,2016-08-18,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
570,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,Pública Federal,Universidade,Ativa,,1202546,MEDICINA,Bacharelado,Educação Presencial,Em atividade,40,7560,Semestral,12.0 Semestres,40,,,,,,,,1106179,Escola Multicampi,Av. Dr. Carlindo de Souza Dantas,540,Escola Multicampi,Centro,000000002402006,Caicó,RN,21/07/2014,2014-05-13,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
351,FCMMG,FACULDADE DE CIÊNCIAS MÉDICAS DE MINAS GERAIS,Privada sem fins lucrativos,Faculdade ,Ativa,,7676,MEDICINA,Bacharelado,Educação Presencial,Em atividade,342,8840,Semestral,12.0 Semestres,342,,,,,,,,657847,Faculdade de Ciências Médicas de Minas Gerais,Alameda Ezequiel Dias,275,,Centro,000000003106200,Belo Horizonte,MG,02/02/1951,1951-04-12,5,2017,3,228,2016,3,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
480,UNIFESO,CENTRO UNIVERSITÁRIO SERRA DOS ÓRGÃOS,Privada sem fins lucrativos,Centro Universitário,Ativa,,9805,MEDICINA,Bacharelado,Educação Presencial,Em atividade,144,7600,Semestral,12.0 Semestres,144,,,,,,,,657925,CAMPUS Antônio Paulo Capanema de Souza,Avenida Alberto Torres,111,- até 491 - lado ímpar,Alto,000000003305802,Teresópolis,RJ,10/04/1970,1970-04-13,4,2017,3,204,2016,3,2016,2,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
29,UECE,UNIVERSIDADE ESTADUAL DO CEARÁ,Pública Estadual,Universidade,Ativa,,66248,MEDICINA,Bacharelado,Educação Presencial,Em atividade,80,9588,Anual,6.0 Anos,40,6.0 Anos,0,6.0 Anos,0,,,,657688,CAMPUS DO ITAPERI,Av. Dr. Silas Munguba,1700,Campus Universitário,Serrinha,000000002304400,Fortaleza,CE,24/03/2003,2002-09-23,,,4,368,2016,5,2016,5,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
3,UFS,UNIVERSIDADE FEDERAL DE SERGIPE,Pública Federal,Universidade,Ativa,,1108153,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,9315,Anual,6.0 Anos,60,6.0 Anos,0,,,,,,1078191,Campus Universitário Prof. Antonio Garcia Filho,Av. Governador Marcelo Deda,330,,São José,000000002803500,Lagarto,SE,27/02/2012,,3,2019,,,,,,0,2013,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
2918,FESAR,FACULDADE DE ENSINO SUPERIOR DA AMAZÔNIA REUNIDA,Privada com fins lucrativos,Faculdade ,Ativa,,1421013,MEDICINA,Bacharelado,Educação Presencial,Em atividade,120,7280,Semestral,12.0 Semestres,120,,,,,,,,1048727,POLO NA SEDE,AV BRASIL,1435,,ALTO PARANÁ,000000001506138,Redenção,PA,24/10/2018,2018-10-01,5,2018,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
14,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,Privada sem fins lucrativos,Universidade,Ativa,,1397773,MEDICINA,Bacharelado,Educação Presencial,Em atividade,87,7825,Semestral,12.00 Semestres,87,,,,,,,,657678,Unidade SEDE,Avenida Unisinos,950,,Cristo Rei,000000004318705,São Leopoldo,RS,04/09/2017,2017-08-02,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
409,UPE,UNIVERSIDADE DE PERNAMBUCO,Pública Estadual,Universidade,Ativa,,8437,MEDICINA,Bacharelado,Educação Presencial,Em atividade,150,8508,Semestral,12.0 Semestres,150,,,,,,,,2036,CAMPUS SANTO AMARO,RUA ARNOBIO MARQUES,310,,SANTO AMARO,000000002611606,Recife,PE,27/03/1951,1951-03-27,,,4,296,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
81,UNIVILLE,UNIVERSIDADE DA REGIÃO DE JOINVILLE,Privada sem fins lucrativos,Universidade,Ativa,,20058,MEDICINA,Bacharelado,Educação Presencial,Em atividade,48,7560,Semestral,12.0 Semestres,48,,,,,,,,657723,CAMPUS JOINVILLE - BOM RETIRO,Rua Paulo Malschitzki,10,CAMPUS JOINVILLE - BOM RETIRO,Campus Universitário - Zona Industrial,000000004209102,Joinville,SC,01/03/1999,1998-09-10,5,2019,2,192,2016,2,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
482,UNESC,UNIVERSIDADE DO EXTREMO SUL CATARINENSE,Privada sem fins lucrativos,Universidade,Ativa,,38071,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,7650,Semestral,12.0 Semestres,100,,,,,,,,657927,UNESC,Avenida Universitária,1105,BLOCO ADMINISTRATIVO,UNIVERSITÁRIO,000000004204608,Criciúma,SC,14/08/2000,1998-11-10,5,2019,3,223,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
10,PUCPR,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,Privada sem fins lucrativos,Universidade,Ativa,,868,MEDICINA,Bacharelado,Educação Presencial,Em atividade,180,7696,Semestral,12.0 Semestres,180,,,,,,,,657676,PUCPR - Campus Curitiba,Rua Imaculada Conceição,1155,,Prado Velho,000000004106902,Curitiba,PR,11/03/1957,1957-01-04,4,2017,4,338,2016,4,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
576,UFJF,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,Pública Federal,Universidade,Ativa,,13103,MEDICINA,Bacharelado,Educação Presencial,Em atividade,180,7311,Semestral,12.00 Semestres,180,,,,,,,,1039546,Universidade Federal de Juiz de Fora - CAMPUS SEDE,Campus Universitário,s/n,UFJF,São Pedro,000000003136702,Juiz de Fora,MG,01/02/1953,1952-12-26,4,2017,4,323,2016,4,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1995,FAMENE,FACULDADE DE MEDICINA NOVA ESPERANÇA,Privada com fins lucrativos,Faculdade ,Ativa,,72681,MEDICINA,Bacharelado,Educação Presencial,Em atividade,220,8560,Semestral,12.00 Semestres,220,,,,,,,,699042,CAMPUS  - JOÃO PESSOA,Av. Frei Galvão,12,,Gramame,000000002507507,João Pessoa,PB,16/08/2004,2004-07-12,4,2015,3,290,2016,3,2016,2,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
271,UNOESTE,UNIVERSIDADE DO OESTE PAULISTA,Privada sem fins lucrativos,Universidade,Ativa,Adesão ao PROIES,1408262,MEDICINA,Bacharelado,Educação Presencial,Em atividade,55,8480,Semestral,12.0 Semestres,55,,,,,,,,1082293,Jaú,Praça Doutor Adolfo Bezerra de Menezes,S/N,Jaú,Jardim Estádio,000000003525300,Jaú,SP,06/08/2018,2018-04-03,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1,UFMT,UNIVERSIDADE FEDERAL DE MATO GROSSO,Pública Federal,Universidade,Ativa,,12,MEDICINA,Bacharelado,Educação Presencial,Em atividade,80,8822,Semestral,12.00 Semestres,80,,,,,,,,105340,Campus Universitário de Cuiabá,Avenida Fernando Correa da Costa,2367,Cidade Universitária,Boa Esperança,000000005103403,Cuiabá,MT,03/11/1978,1978-11-03,4,2017,2,187,2016,1,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
756,UESPI,UNIVERSIDADE ESTADUAL DO PIAUÍ,Pública Estadual,Universidade,Ativa,,19086,MEDICINA,Bacharelado,Educação Presencial,Em atividade,50,7200,Semestral,12.0 Semestres,50,10.0 Semestres,0,10.0 semestres,0,,,,658081,CAMPUS  - TERESINA - PIRAJÁ,Rua João Cabral,2231,,PIRAJÁ,000000002211001,Teresina,PI,01/03/1999,1998-07-21,,,3,259,2016,2,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
3223,ESCS,ESCOLA SUPERIOR DE CIÊNCIAS DA SAÚDE,Pública Estadual,Faculdade ,Ativa,,58412,MEDICINA,Bacharelado,Educação Presencial,Em atividade,80,9972,Anual,6.00 Anos,80,,,,,,,,659421,Brasília-Asa Norte,SMHN QD 501- Bl A,s/n,Ed. FEPECS,Asa Norte,000000005300108,Brasília,DF,10/08/2001,2001-07-18,,,3,283,2016,4,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1917,UNIEDUCARE,Centro Universitário Educare,Privada com fins lucrativos,Centro Universitário,Ativa,,98409,MEDICINA,Bacharelado,Educação Presencial,Em atividade,75,7800,Semestral,12.0 Semestres,75,,,,,,,,658870,Unidade SEDE,Avenida Cuiabá,3087,- de 2945 a 3205 - lado ímpar,Jardim Clodoaldo,000000001100049,Cacoal,RO,05/02/2007,2006-11-10,4,2017,3,209,2016,2,2016,2,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
271,UNOESTE,UNIVERSIDADE DO OESTE PAULISTA,Privada sem fins lucrativos,Universidade,Ativa,Adesão ao PROIES,6496,MEDICINA,Bacharelado,Educação Presencial,Em atividade,220,7643,Semestral,12.0 Semestres,220,,,,,,,,657815,Campus I  Sede Administrativa Presidente Prudente,Rua José Bongiovani,700,Campus Universitário,Cidade Universitária,000000003541406,Presidente Prudente,SP,08/02/1988,1987-02-28,4,2018,3,260,2016,3,2016,2,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
578,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,Pública Federal,Universidade,Ativa,,1342505,MEDICINA,Bacharelado,Educação Presencial,Em atividade,80,7714,Semestral,12.00 Semestres,40,,,,,,,,1004304,Campus Vitória da Conquista,Rua Rio de Contas  nº 58 - Quadra 17 Lote 58,S/N,Instituto Multidisciplinar em Saúde ,Candeias,000000002933307,Vitória da Conquista,BA,04/07/2016,2015-12-03,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
57,UEM,UNIVERSIDADE ESTADUAL DE MARINGÁ,Pública Estadual,Universidade,Ativa,,3418,MEDICINA,Bacharelado,Educação Presencial,Em atividade,40,9432,Anual,6.00 Anos,40,,,,,,,,657707,Unidade SEDE,Avenida Colombo,5790,Campus Universitário,Zona 7,000000004115200,Maringá,PR,15/08/1988,1987-08-12,,,4,350,2016,4,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
4503,UFRB,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,Pública Federal,Universidade,Ativa,,1202547,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,7254,Semestral,8.0 Semestres,60,,,,,,,,1005209,Centro de Ciências da Saúde,Avenida Carlos Amaral (Antigo Campus do Governo),1015,Campus Santo Antonio de Jesus,Cajueiro,000000002928703,Santo Antônio de Jesus,BA,11/11/2013,2013-12-12,3,2017,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
581,UFRGS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,Pública Federal,Universidade,Ativa,,13723,MEDICINA,Bacharelado,Educação Presencial,Em atividade,140,8910,Semestral,12.0 Semestres,140,,,,,,,,33801,Faculdade de Medicina - Campus Saúde,Av. Ramiro Barcelos,2400,Prédio 21112,Santana,000000004314902,Porto Alegre,RS,01/03/1898,1898-03-01,4,2016,4,339,2016,3,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1113,UNIEURO,CENTRO UNIVERSITÁRIO EURO-AMERICANO,Privada sem fins lucrativos,Centro Universitário,Ativa,,1419799,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,7600,Semestral,12.00 Semestres,100,,,,,,,,27693,Centro Universitário Euro-Americano - Unidade Asa Sul,SCES Trecho 0 - Conjunto 5,s/n,Avenida das Nações Sul,Asa Sul,000000005300108,Brasília,DF,18/02/2019,2018-12-31,5,2018,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1461,,CENTRO UNIVERSIÁRIO UNIFTC SALVADOR,Privada com fins lucrativos,Centro Universitário,Ativa,Adesão ao PROIES,78256,MEDICINA,Bacharelado,Educação Presencial,Em atividade,300,9780,Semestral,12.0 Semestres,300,,,,,,,,658503,CAMPUS  - SALVADOR - PARALELA,Avenida Luís Viana,8812,,Paralela,000000002927408,Salvador,BA,19/11/2004,2004-11-09,4,2016,4,315,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
55,USP,UNIVERSIDADE DE SÃO PAULO,Pública Estadual,Universidade,Ativa,,2918,MEDICINA,Bacharelado,Educação Presencial,Em atividade,175,10995,Semestral,12.0 Semestres,175,,,,,,,,1075921,Faculdade de Medicina da Universidade de São Paulo - FM,Av. Dr. Arnaldo,455,Faculdade de Medicina da Universidade de São Paulo,Pacaembu,000000003550308,São Paulo,SP,01/04/1913,1922-12-07,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
